State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/01/2022,Micrograms/cubic meter (LC),Included,1,100,6.9,6.9,0,29,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/02/2022,Micrograms/cubic meter (LC),Included,1,100,6.9,6.9,0,29,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/03/2022,Micrograms/cubic meter (LC),Included,1,100,3.5,3.5,0,15,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/04/2022,Micrograms/cubic meter (LC),Included,1,100,6,6,0,25,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/05/2022,Micrograms/cubic meter (LC),Included,1,100,6.6,6.6,0,28,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/06/2022,Micrograms/cubic meter (LC),Included,1,100,9.5,9.5,0,40,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/07/2022,Micrograms/cubic meter (LC),Included,1,100,4.6,4.6,0,19,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/08/2022,Micrograms/cubic meter (LC),Included,1,100,5,5,0,21,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/09/2022,Micrograms/cubic meter (LC),Included,1,100,4.7,4.7,0,20,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/10/2022,Micrograms/cubic meter (LC),Included,1,100,3.4,3.4,0,14,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/11/2022,Micrograms/cubic meter (LC),Included,1,100,4.7,4.7,0,20,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/12/2022,Micrograms/cubic meter (LC),Included,1,100,5.6,5.6,0,23,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/13/2022,Micrograms/cubic meter (LC),Included,1,100,9.1,9.1,0,38,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/14/2022,Micrograms/cubic meter (LC),Included,1,100,11.3,11.3,0,47,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/15/2022,Micrograms/cubic meter (LC),Included,1,100,8.2,8.2,0,34,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/16/2022,Micrograms/cubic meter (LC),Included,1,100,5.5,5.5,0,23,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/17/2022,Micrograms/cubic meter (LC),Included,1,100,4.5,4.5,0,19,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/18/2022,Micrograms/cubic meter (LC),Included,1,100,5.9,5.9,0,25,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/19/2022,Micrograms/cubic meter (LC),Included,1,100,9.2,9.2,0,38,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/20/2022,Micrograms/cubic meter (LC),Included,1,100,6.8,6.8,0,28,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/21/2022,Micrograms/cubic meter (LC),Included,1,100,5.2,5.2,0,22,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/22/2022,Micrograms/cubic meter (LC),Included,1,100,10.4,10.4,0,43,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
37,129,2,88101,4,34.364167,-77.838611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/23/2022,Micrograms/cubic meter (LC),Included,1,100,8.2,8.2,0,34,, - ,Castle Hayne,6028 HOLLY SHELTER RD,North Carolina,New Hanover,Castle Hayne,"Wilmington, NC",09/26/2022
