State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/01/2022,Micrograms/cubic meter (LC),None,1,100,7.1,7.1,0,30,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/02/2022,Micrograms/cubic meter (LC),None,1,100,4,4,0,17,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/03/2022,Micrograms/cubic meter (LC),None,1,100,0,0,0,0,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/04/2022,Micrograms/cubic meter (LC),None,1,100,3.7,3.7,0,15,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/05/2022,Micrograms/cubic meter (LC),None,1,100,6.3,6.3,0,26,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/06/2022,Micrograms/cubic meter (LC),None,1,100,7.4,7.4,0,31,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/07/2022,Micrograms/cubic meter (LC),None,1,100,4.4,4.4,0,18,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/08/2022,Micrograms/cubic meter (LC),None,1,100,4.5,4.5,0,19,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/09/2022,Micrograms/cubic meter (LC),None,1,100,5.6,5.6,0,23,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/10/2022,Micrograms/cubic meter (LC),None,1,100,1.3,1.3,0,5,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/11/2022,Micrograms/cubic meter (LC),None,1,100,2.6,2.6,0,11,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/12/2022,Micrograms/cubic meter (LC),None,1,100,6.8,6.8,0,28,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/13/2022,Micrograms/cubic meter (LC),None,1,100,13.1,13.1,0,53,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/14/2022,Micrograms/cubic meter (LC),None,1,100,9.2,9.2,0,38,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/15/2022,Micrograms/cubic meter (LC),None,1,100,3.6,3.6,0,15,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/16/2022,Micrograms/cubic meter (LC),None,1,100,3.6,3.6,0,15,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/17/2022,Micrograms/cubic meter (LC),None,1,100,3,3,0,13,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/18/2022,Micrograms/cubic meter (LC),None,1,100,2.4,2.4,0,10,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/19/2022,Micrograms/cubic meter (LC),None,1,100,5.9,5.9,0,25,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/20/2022,Micrograms/cubic meter (LC),None,1,100,5.3,5.3,0,22,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/21/2022,Micrograms/cubic meter (LC),None,1,100,3.2,3.2,0,13,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/22/2022,Micrograms/cubic meter (LC),None,1,100,5.3,5.3,0,22,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/23/2022,Micrograms/cubic meter (LC),None,1,100,6.4,6.4,0,27,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
37,131,3,88101,3,36.511708,-77.655389,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,01/24/2022,Micrograms/cubic meter (LC),None,1,100,5.2,5.2,0,22,, - ,Northampton County,152 Hurricane Drive,North Carolina,Northampton,Gaston,"Roanoke Rapids, NC",09/26/2022
